Gene	ensembl_id
EP300	ENSG00000100393
EPS8L3	ENSG00000198758
ERN2	ENSG00000134398
F11R	ENSG00000158769
FAM178A	ENSG00000119906
FAM186A	ENSG00000185958
FAM20A	ENSG00000108950
FANK1	ENSG00000203780
FBXO40	ENSG00000163833
FUT8	ENSG00000033170
FUZ	ENSG00000010361
GAK	ENSG00000178950
GCHFR	ENSG00000137880
GEN1	ENSG00000178295
GIPC3	ENSG00000179855
GNAI3	ENSG00000065135
GNAO1	ENSG00000087258
GNB1L	ENSG00000185838
GNMT	ENSG00000124713
GNS	ENSG00000135677
GOLGB1	ENSG00000173230
GPD1	ENSG00000167588
GPR128	ENSG00000144820
GPR161	ENSG00000143147
GPR61	ENSG00000156097
GPX2	ENSG00000176153
GRWD1	ENSG00000105447
GSTM1	ENSG00000134184
GSTM2	ENSG00000213366
GSTM3	ENSG00000134202
GSTM5	ENSG00000134201
GUCA1A	ENSG00000048545
GUCA1B	ENSG00000112599
HCLS1	ENSG00000180353
HMBOX1	ENSG00000147421
HMG20B	ENSG00000064961
HMOX2	ENSG00000103415
HSD17B12	ENSG00000149084
HSPB6	ENSG00000004776
IDUA	ENSG00000127415
IFFO1	ENSG00000010295
IFI35	ENSG00000068079
IGFLR1	ENSG00000126246
IL17RC	ENSG00000163702
INA	ENSG00000148798
INTS5	ENSG00000185085
INTS9	ENSG00000104299
IPO8	ENSG00000133704
IQCB1	ENSG00000173226
IRAK2	ENSG00000134070
IWS1	ENSG00000163166
JAKMIP3	ENSG00000188385
KCNA2	ENSG00000177301
KCNC3	ENSG00000131398
KDELR1	ENSG00000105438
KIAA0101	ENSG00000166803
KIAA1161	ENSG00000164976
KIAA1328	ENSG00000150477
KIAA1586	ENSG00000168116
KIF24	ENSG00000186638
KLC4	ENSG00000137171
KLHDC3	ENSG00000124702
KLHL5	ENSG00000109790
KRBA2	ENSG00000184619
L3MBTL2	ENSG00000100395
LACTB2	ENSG00000147592
LAMC1	ENSG00000135862
LAMC2	ENSG00000058085
LCMT2	ENSG00000168806
LDHAL6A	ENSG00000166800
LEPREL2	ENSG00000110811
LEPREL4	ENSG00000141696
LIG1	ENSG00000105486
LIMA1	ENSG00000050405
LIN37	ENSG00000267796
LOXL2	ENSG00000134013
LOXL4	ENSG00000138131
LSM11	ENSG00000155858
LZTS2	ENSG00000107816
MAP1A	ENSG00000166963
MAP2K2	ENSG00000126934
MAP4K2	ENSG00000168067
MAX	ENSG00000125952
MEA1	ENSG00000124733
MED4	ENSG00000136146
MEN1	ENSG00000133895
MFSD3	ENSG00000167700
MFSD4	ENSG00000174514
MGRN1	ENSG00000102858
MMP21	ENSG00000154485
MPP3	ENSG00000161647
MPZL1	ENSG00000197965
MRGPRF	ENSG00000172935
MRPL2	ENSG00000112651
MRPL21	ENSG00000197345
MRPL43	ENSG00000055950
MRPL51	ENSG00000111639
MRPL54	ENSG00000183617
MRPS10	ENSG00000048544
MTHFS	ENSG00000136371
MUT	ENSG00000146085
MYEOV	ENSG00000172927
MYH10	ENSG00000133026
MYO1D	ENSG00000176658
MYO5A	ENSG00000197535
MYOM2	ENSG00000036448
MYRIP	ENSG00000170011
NAPRT1	ENSG00000147813
NBR1	ENSG00000188554
NCF2	ENSG00000116701
NCOA2	ENSG00000140396
NDEL1	ENSG00000166579
NDUFS5	ENSG00000168653
NDUFV3	ENSG00000160194
NEK3	ENSG00000136098
NEK5	ENSG00000197168
NEURL	ENSG00000107954
NKX2-2	ENSG00000125820
NKX2-4	ENSG00000125816
NMRAL1	ENSG00000153406
NOP2	ENSG00000111641
NOTCH1	ENSG00000148400
NRXN2	ENSG00000110076
NSF	ENSG00000073969
NT5E	ENSG00000135318
NUCKS1	ENSG00000069275
NUDT15	ENSG00000136159
NUDT2	ENSG00000164978
NUDT21	ENSG00000167005
NUP88	ENSG00000108559
OAS1	ENSG00000089127
OAS2	ENSG00000111335
ODF2L	ENSG00000122417
OGFOD1	ENSG00000087263
OR7D2	ENSG00000188000
ORC1	ENSG00000085840
PACSIN2	ENSG00000100266
PALB2	ENSG00000083093
PCGF6	ENSG00000156374
PDCD11	ENSG00000148843
PDCD7	ENSG00000090470
PDZD7	ENSG00000186862
PEX5L	ENSG00000114757
PEX6	ENSG00000124587
PFAS	ENSG00000178921
PHF5A	ENSG00000100410
PI4KA	ENSG00000241973
PIF1	ENSG00000140451
PIGF	ENSG00000151665
PJA2	ENSG00000198961
PLA2G4C	ENSG00000105499
PLCB2	ENSG00000137841
PLEKHG3	ENSG00000126822
PLEKHG6	ENSG00000008323
PLEKHH3	ENSG00000068137
PLEKHO2	ENSG00000241839
PLK1S1	ENSG00000088970
PM20D1	ENSG00000162877
POLR2D	ENSG00000144231
PPIP5K1	ENSG00000168781
PPP1R14D	ENSG00000166143
PPP1R16A	ENSG00000160972
PPP2R5D	ENSG00000112640
PRKAR1A	ENSG00000108946
PRMT1	ENSG00000126457
PRODH2	ENSG00000250799
PSENEN	ENSG00000205155
PSMD11	ENSG00000108671
PVRL4	ENSG00000143217
PYGM	ENSG00000068976
QDPR	ENSG00000151552
QRSL1	ENSG00000130348
RAB15	ENSG00000139998
RAB23	ENSG00000112210
RAB3B	ENSG00000169213
RAB5C	ENSG00000108774
RAB7L1	ENSG00000117280
RAD51	ENSG00000051180
RANGAP1	ENSG00000100401
RANGRF	ENSG00000108961
RASGRP2	ENSG00000068831
RAX2	ENSG00000173976
RB1	ENSG00000139687
RBM15	ENSG00000162775
RBMS2	ENSG00000076067
RCBTB2	ENSG00000136161
RCHY1	ENSG00000163743
RECQL4	ENSG00000160957
RFC1	ENSG00000035928
RFC2	ENSG00000049541
RGL1	ENSG00000143344
RHBDL3	ENSG00000141314
RHBG	ENSG00000132677
RHOQ	ENSG00000119729
RHOV	ENSG00000104140
RND2	ENSG00000108830
RNF222	ENSG00000189051
RNF8	ENSG00000112130
RP11-382J12.1	NA
RPAIN	ENSG00000129197
RPL13A	ENSG00000142541
RPL14	ENSG00000188846
RPL22L1	ENSG00000163584
RPL26	ENSG00000161970
RPL7L1	ENSG00000146223
RPL8	ENSG00000161016
RPS15A	ENSG00000134419
RPS23	ENSG00000186468
RPS5	ENSG00000083845
RPUSD2	ENSG00000166133
RTN4IP1	ENSG00000130347
RTN4RL2	ENSG00000186907
SEC16A	ENSG00000148396
SEMA4G	ENSG00000095539
SERPINB10	ENSG00000242550
SERPINB13	ENSG00000197641
SERPINB2	ENSG00000197632
SERPINB7	ENSG00000166396
SERPINB8	ENSG00000166401
SERPIND1	ENSG00000099937
SF1	ENSG00000168066
SLAMF7	ENSG00000026751
SLC15A2	ENSG00000163406
SLC22A12	ENSG00000197891
SLC25A17	ENSG00000100372
SLC25A35	ENSG00000125434
SLC27A5	ENSG00000083807
SLC37A1	ENSG00000160190
SLC41A1	ENSG00000133065
SLC43A1	ENSG00000149150
SLC45A3	ENSG00000158715
SMARCD1	ENSG00000066117
SMC6	ENSG00000163029
SMG1	ENSG00000157106
SMG7	ENSG00000116698
SNAP29	ENSG00000099940
SNHG5	ENSG00000203875
SNX14	ENSG00000135317
SPRED2	ENSG00000198369
SPRYD4	ENSG00000176422
ST20	ENSG00000180953
ST20-MTHFS	ENSG00000259332
STK32C	ENSG00000165752
STRC	ENSG00000242866
SUCLA2	ENSG00000136143
SULT2B1	ENSG00000088002
SYNCRIP	ENSG00000135316
TAPBPL	ENSG00000139192
TBCB	ENSG00000105254
TBCC	ENSG00000124659
TBX15	ENSG00000092607
TBX19	ENSG00000143178
TFG	ENSG00000114354
TGM5	ENSG00000104055
TGM7	ENSG00000159495
THAP6	ENSG00000174796
THAP8	ENSG00000161277
THG1L	ENSG00000113272
TIGD5	ENSG00000179886
TIPRL	ENSG00000143155
TLR1	ENSG00000174125
TLR6	ENSG00000174130
TM7SF2	ENSG00000149809
TMEM106A	ENSG00000184988
TMEM107	ENSG00000179029
TMEM128	ENSG00000132406
TMEM14E	ENSG00000221962
TMEM156	ENSG00000121895
TMEM175	ENSG00000127419
TMEM191A	ENSG00000226287
TP53BP1	ENSG00000067369
TRAM1	ENSG00000067167
TRAPPC1	ENSG00000170043
TRERF1	ENSG00000124496
TRIP4	ENSG00000103671
TRMT112	ENSG00000173113
TSTA3	ENSG00000104522
TSTD1	ENSG00000215845
TTC24	ENSG00000187862
TUBGCP4	ENSG00000137822
U2AF1L4	ENSG00000161265
UBAC1	ENSG00000130560
UBAP1	ENSG00000165006
UBE2L6	ENSG00000156587
UBN1	ENSG00000118900
UBR2	ENSG00000024048
UBXN1	ENSG00000162191
UPK1A	ENSG00000105668
UROS	ENSG00000188690
USF1	ENSG00000158773
USP13	ENSG00000058056
USP30	ENSG00000135093
USP36	ENSG00000055483
UTP14C	ENSG00000253797
VAMP1	ENSG00000139190
VAMP2	ENSG00000220205
VAT1	ENSG00000108828
VHL	ENSG00000134086
VRK3	ENSG00000105053
VSNL1	ENSG00000163032
WARS2	ENSG00000116874
WBSCR27	ENSG00000165171
WBSCR28	ENSG00000175877
WDR19	ENSG00000157796
WDR33	ENSG00000136709
WDR4	ENSG00000160193
WDR62	ENSG00000075702
WWTR1	ENSG00000018408
XKR9	ENSG00000221947
XRN2	ENSG00000088930
XYLT1	ENSG00000103489
ZBTB25	ENSG00000089775
ZBTB32	ENSG00000011590
ZC3H7B	ENSG00000100403
ZFYVE19	ENSG00000166140
ZFYVE9	ENSG00000157077
ZNF121	ENSG00000197961
ZNF132	ENSG00000131849
ZNF177	ENSG00000188629
ZNF207	ENSG00000010244
ZNF232	ENSG00000167840
ZNF250	ENSG00000196150
ZNF251	ENSG00000198169
ZNF266	ENSG00000174652
ZNF324	ENSG00000083812
ZNF324B	ENSG00000249471
ZNF34	ENSG00000196378
ZNF414	ENSG00000133250
ZNF426	ENSG00000130818
ZNF446	ENSG00000083838
ZNF451	ENSG00000112200
ZNF473	ENSG00000142528
ZNF517	ENSG00000197363
ZNF559	ENSG00000188321
ZNF560	ENSG00000198028
ZNF561	ENSG00000171469
ZNF584	ENSG00000171574
ZNF619	ENSG00000177873
ZNF699	ENSG00000196110
ZNF7	ENSG00000147789
ZRANB1	ENSG00000019995
ZSCAN29	ENSG00000140265
BTBD16	ENSG00000138152
C10orf120	ENSG00000183559
CFHR1	ENSG00000244414
PLEKHA1	ENSG00000107679
PAM	ENSG00000145730
ATP2B4	ENSG00000058668
ADAMTSL2	ENSG00000197859
AK8	ENSG00000165695
BRD3	ENSG00000169925
C9orf9	ENSG00000165698
EDF1	ENSG00000107223
FAM163B	ENSG00000196990
FNBP1	ENSG00000187239
GFI1B	ENSG00000165702
GTF3C5	ENSG00000148308
NACC2	ENSG00000148411
POMT1	ENSG00000130714
PRRC2B	ENSG00000130723
RALGDS	ENSG00000160271
SURF2	ENSG00000148291
TSC1	ENSG00000165699
HDAC9	ENSG00000048052
ARHGAP27	ENSG00000159314
ARL17A	ENSG00000185829
CRHR1	ENSG00000120088
FOXA2	ENSG00000125798
LRRC37A	ENSG00000176681
LRRC37A2	ENSG00000238083
MAPT	ENSG00000186868
PAX1	ENSG00000125813
PLEKHM1	ENSG00000225190
STH	ENSG00000256762
TWIST2	ENSG00000233608
WNT3	ENSG00000108379
CALR	ENSG00000179218
FARSA	ENSG00000179115
FBXW9	ENSG00000132004
GADD45GIP1	ENSG00000179271
GCDH	ENSG00000105607
KLF1	ENSG00000105610
MAN2B1	ENSG00000104774
PRDX2	ENSG00000167815
RAD23A	ENSG00000179262
SYCE2	ENSG00000161860
ZNF443	ENSG00000180855
ZNF490	ENSG00000188033
ZNF564	ENSG00000249709
ZNF709	ENSG00000242852
ZNF791	ENSG00000173875
RAB11FIP3	ENSG00000090565
SOLH	ENSG00000103326
AK3	ENSG00000147853
CDC37L1	ENSG00000106993
DNASE2	ENSG00000105612
HBQ1	ENSG00000086506
MAST1	ENSG00000105613
MUC4	ENSG00000145113
NCAPH2	ENSG00000025770
ODF3B	ENSG00000177989
PPP6R2	ENSG00000100239
RCL1	ENSG00000120158
RNF168	ENSG00000163961
RTBDN	ENSG00000132026
SCO2	ENSG00000130489
TFRC	ENSG00000072274
TNK2	ENSG00000061938
TYMP	ENSG00000025708
CORO6	ENSG00000167549
KDM2B	ENSG00000089094
LRRC43	ENSG00000158113
PIPOX	ENSG00000179761
SEZ6	ENSG00000063015
TAOK1	ENSG00000160551
WDR66	ENSG00000158023
ATHL1	ENSG00000142102
CDK18	ENSG00000117266
CNTN2	ENSG00000184144
DSTYK	ENSG00000133059
EHD3	ENSG00000013016
IFITM1	ENSG00000185885
ODF3	ENSG00000177947
RBBP5	ENSG00000117222
SCGB1C1	ENSG00000188076
TMCC2	ENSG00000133069
TMEM81	ENSG00000174529
ANKMY1	ENSG00000144504
AP2B1	ENSG00000006125
ATP5B	ENSG00000110955
BAZ2A	ENSG00000076108
BET1L	ENSG00000177951
BRF1	ENSG00000185024
BTBD6	ENSG00000184887
CBX5	ENSG00000094916
COPZ1	ENSG00000111481
CRIP2	ENSG00000182809
DOCK8	ENSG00000107099
ERGIC2	ENSG00000087502
F2R	ENSG00000181104
FAR2	ENSG00000064763
GPR84	ENSG00000139572
GRTP1	ENSG00000139835
HNRNPA1	ENSG00000135486
HSD17B6	ENSG00000025423
IFITM3	ENSG00000142089
IQGAP2	ENSG00000145703
IRF7	ENSG00000185507
KIAA0232	ENSG00000170871
KIF1A	ENSG00000130294
MTA1	ENSG00000182979
NACA	ENSG00000196531
NFE2	ENSG00000123405
NLRP6	ENSG00000174885
PEX12	ENSG00000108733
PHRF1	ENSG00000070047
PIP4K2C	ENSG00000166908
PRIM1	ENSG00000198056
PSMD13	ENSG00000185627
PTGES3	ENSG00000110958
RASA3	ENSG00000185989
RNF41	ENSG00000181852
RNPEPL1	ENSG00000142327
SIGIRR	ENSG00000185187
SIRT3	ENSG00000142082
SLFN14	ENSG00000236320
SMARCC2	ENSG00000139613
ZNF385A	ENSG00000161642
AP1M1	ENSG00000072958
ATP5E	ENSG00000124172
CD36	ENSG00000135218
CTSZ	ENSG00000101160
GNAT3	ENSG00000214415
HBP1	ENSG00000105856
NAMPT	ENSG00000105835
NELFCD	ENSG00000101158
PIK3CG	ENSG00000105851
SEMA3C	ENSG00000075223
SLMO2	ENSG00000101166
TPM4	ENSG00000167460
TUBB1	ENSG00000101162
ARHGEF3	ENSG00000163947
CCR4	ENSG00000183813
CTDSPL	ENSG00000144677
FSTL1	ENSG00000163430
GP5	ENSG00000178732
GP9	ENSG00000169704
HRASLS	ENSG00000127252
ITGB5	ENSG00000082781
MGLL	ENSG00000074416
NSFL1C	ENSG00000088833
PLOD2	ENSG00000152952
PROS1	ENSG00000184500
SIRPA	ENSG00000198053
SIRPG	ENSG00000089012
TGM6	ENSG00000166948
VGLL4	ENSG00000144560
ASIP	ENSG00000101440
DLGAP4	ENSG00000080845
BAIAP2L2	ENSG00000128298
MAFF	ENSG00000185022
PICK1	ENSG00000100151
PLA2G6	ENSG00000184381
POLR2F	ENSG00000100142
SOX10	ENSG00000100146
TMEM184B	ENSG00000198792
TRIOBP	ENSG00000100106
CERS2	ENSG00000143418
CTSK	ENSG00000143387
TARS2	ENSG00000143374
ACAT1	ENSG00000075239
ATM	ENSG00000149311
C11orf65	ENSG00000166323
CUL5	ENSG00000166266
EXPH5	ENSG00000110723
KDELC2	ENSG00000178202
NPAT	ENSG00000149308
ALS2CR12	ENSG00000155749
CASP10	ENSG00000003400
CASP8	ENSG00000064012
CFLAR	ENSG00000003402
FAM126B	ENSG00000155744
FAM3B	ENSG00000183844
MPP4	ENSG00000082126
MX2	ENSG00000183486
NDUFB3	ENSG00000119013
NIF3L1	ENSG00000196290
ORC2	ENSG00000115942
PPIL3	ENSG00000240344
TRAK2	ENSG00000115993
BEGAIN	ENSG00000183092
HDHD2	ENSG00000167220
IER3IP1	ENSG00000134049
KATNAL2	ENSG00000167216
KIAA0368	ENSG00000136813
LOXHD1	ENSG00000167210
PTGR1	ENSG00000106853
RXRG	ENSG00000143171
ST5	ENSG00000166444
TRA2B	ENSG00000136527
ZNF483	ENSG00000173258
CRTC1	ENSG00000105662
PHF15	ENSG00000043143
PIK3R2	ENSG00000105647
RFXANK	ENSG00000064490
VGLL3	ENSG00000206538
BRSK1	ENSG00000160469
ADAM32	ENSG00000197140
ADAM9	ENSG00000168615
AMOTL1	ENSG00000166025
HEPHL1	ENSG00000181333
MYO16	ENSG00000041515
PANX1	ENSG00000110218
PRDM11	ENSG00000019485
SMC3	ENSG00000108055
SYT13	ENSG00000019505
TMPRSS15	ENSG00000154646
FERMT1	ENSG00000101311
TRMT6	ENSG00000089195
ABHD2	ENSG00000140526
AGBL5	ENSG00000084693
AGPAT9	ENSG00000138678
ASH2L	ENSG00000129691
EIF2B4	ENSG00000115211
EIF4E1B	ENSG00000175766
EIF4EBP1	ENSG00000187840
EXO1	ENSG00000174371
FAM175A	ENSG00000163322
FANCI	ENSG00000140525
FH	ENSG00000091483
FNDC4	ENSG00000115226
FSHB	ENSG00000131808
GJA9	ENSG00000131233
GORASP2	ENSG00000115806
GPN1	ENSG00000198522
GSPT1	ENSG00000103342
GTF3C2	ENSG00000115207
HELQ	ENSG00000163312
HK3	ENSG00000160883
IFT172	ENSG00000138002
KRTCAP3	ENSG00000157992
MAK	ENSG00000111837
MAPRE3	ENSG00000084764
MCM8	ENSG00000125885
MRPS18C	ENSG00000163319
NLRP11	ENSG00000179873
NRBP1	ENSG00000115216
POLG	ENSG00000140521
PPM1G	ENSG00000115241
RBKS	ENSG00000171174
RHBDL2	ENSG00000158315
RSL1D1	ENSG00000171490
SLC4A1AP	ENSG00000163798
SLC5A6	ENSG00000138074
STAR	ENSG00000147465
SYCP2L	ENSG00000153157
TACC1	ENSG00000147526
TDRD3	ENSG00000083544
TLK1	ENSG00000198586
TMEM150B	ENSG00000180061
TNFRSF17	ENSG00000048462
TSPAN17	ENSG00000048140
ZNF513	ENSG00000163795
EBPL	ENSG00000123179
KPNA3	ENSG00000102753
INTS10	ENSG00000104613
FCGRT	ENSG00000104870
RPS11	ENSG00000142534
CLDN7	ENSG00000181885
CTDNEP1	ENSG00000175826
GABARAP	ENSG00000170296
PHF23	ENSG00000040633
ADAM10	ENSG00000137845
ADHFE1	ENSG00000147576
AMN1	ENSG00000151743
ANKRD2	ENSG00000165887
AP1G1	ENSG00000166747
ATP8B4	ENSG00000104043
ATXN1L	ENSG00000224470
BCAS1	ENSG00000064787
BEST1	ENSG00000167995
BICD1	ENSG00000151746
C10orf62	ENSG00000203942
C22orf39	ENSG00000242259
C2orf16	ENSG00000221843
C7orf63	ENSG00000105792
C9orf84	ENSG00000165181
CAND2	ENSG00000144712
CCDC121	ENSG00000176714
CCDC86	ENSG00000110104
CCM2	ENSG00000136280
CCPG1	ENSG00000260916
CD5	ENSG00000110448
CDH4	ENSG00000179242
CDK14	ENSG00000058091
CELF2	ENSG00000048740
CEP350	ENSG00000135837
CGNL1	ENSG00000128849
CHD6	ENSG00000124177
CHST4	ENSG00000140835
CLDN12	ENSG00000157224
CLEC12B	ENSG00000256660
CLEC16A	ENSG00000038532
CLEC3B	ENSG00000163815
CLTCL1	ENSG00000070371
CMTM8	ENSG00000170293
COL20A1	ENSG00000101203
CTNNBL1	ENSG00000132792
DAGLA	ENSG00000134780
DAK	ENSG00000149476
DCTN2	ENSG00000175203
DDB1	ENSG00000167986
DDX56	ENSG00000136271
DGCR2	ENSG00000070413
DGCR6	ENSG00000183628
DLC1	ENSG00000164741
DLG4	ENSG00000132535
DMRTA1	ENSG00000176399
DNTTIP1	ENSG00000101457
DUT	ENSG00000128951
DVL2	ENSG00000004975
EEF1A2	ENSG00000101210
EXOSC7	ENSG00000075914
EXT1	ENSG00000182197
FAM154A	ENSG00000155875
FAM63B	ENSG00000128923
FBXO32	ENSG00000156804
FNTA	ENSG00000168522
FTH1	ENSG00000167996
FYN	ENSG00000010810
GATA3	ENSG00000107485
GCOM1	ENSG00000137878
GOLGA7	ENSG00000147533
GPR37	ENSG00000170775
GTPBP10	ENSG00000105793
GTPBP5	ENSG00000101181
H2AFV	ENSG00000105968
HERC5	ENSG00000138646
HGSNAT	ENSG00000165102
HOGA1	ENSG00000241935
HOOK3	ENSG00000168172
ITGA8	ENSG00000077943
KIAA1919	ENSG00000173214
KIF15	ENSG00000163808
KSR2	ENSG00000171435
LARS2	ENSG00000011376
LDHAL6B	ENSG00000171989
LIMD1	ENSG00000144791
LONRF1	ENSG00000154359
MARVELD3	ENSG00000140832
MGAT4C	ENSG00000182050
MIP	ENSG00000135517
MKRN2	ENSG00000075975
MRPL33	ENSG00000243147
MS4A10	ENSG00000172689
MSR1	ENSG00000038945
MTSS1	ENSG00000170873
NEURL2	ENSG00000124257
NUDCD3	ENSG00000015676
NUDT5	ENSG00000165609
OFCC1	ENSG00000181355
OGDH	ENSG00000105953
OLAH	ENSG00000152463
OPCML	ENSG00000183715
OR13F1	ENSG00000186881
OSGIN1	ENSG00000140961
PF4	ENSG00000163737
PGA3	ENSG00000229859
PGA5	ENSG00000256713
PGAM1	ENSG00000171314
PHLPP2	ENSG00000040199
PIGB	ENSG00000069943
PLEKHA6	ENSG00000143850
POLD2	ENSG00000106628
PPARG	ENSG00000132170
PPIA	ENSG00000196262
PPM1K	ENSG00000163644
PPP1CB	ENSG00000213639
PPP1R12A	ENSG00000058272
PRODH	ENSG00000100033
PRPF19	ENSG00000110107
RAB27A	ENSG00000069974
RAB3IL1	ENSG00000167994
RAF1	ENSG00000132155
RFC5	ENSG00000111445
RNF111	ENSG00000157450
RNF139	ENSG00000170881
RNF170	ENSG00000120925
RP1L1	ENSG00000183638
RPSAP58	ENSG00000225178
RRP12	ENSG00000052749
RSU1	ENSG00000148484
SCD5	ENSG00000145284
SCGB1D1	ENSG00000168515
SCGB1D2	ENSG00000124935
SDHAF2	ENSG00000167985
SGCZ	ENSG00000185053
SGK196	ENSG00000185900
SH3GL2	ENSG00000107295
SLC12A1	ENSG00000074803
SLC15A3	ENSG00000110446
SLC17A9	ENSG00000101194
SLC1A4	ENSG00000115902
SLC25A1	ENSG00000100075
SLC2A4	ENSG00000181856
SLC9A9	ENSG00000181804
SLTM	ENSG00000137776
SPINT4	ENSG00000149651
SS18L1	ENSG00000184402
STEAP1	ENSG00000164647
STEAP2	ENSG00000157214
SUPT7L	ENSG00000119760
SYT7	ENSG00000011347
TAT	ENSG00000198650
TATDN1	ENSG00000147687
TCF12	ENSG00000140262
TEKT5	ENSG00000153060
TGM2	ENSG00000198959
TGM4	ENSG00000163810
THAP1	ENSG00000131931
TLR3	ENSG00000164342
TMED4	ENSG00000158604
TMEM132A	ENSG00000006118
TMEM138	ENSG00000149483
TMEM216	ENSG00000187049
TMEM40	ENSG00000088726
TNFSF13B	ENSG00000102524
TRIB1	ENSG00000173334
TRIM77	ENSG00000214414
TRMT12	ENSG00000183665
TRPM1	ENSG00000134160
TSEN2	ENSG00000154743
TTC4	ENSG00000243725
UBE2C	ENSG00000175063
UCN	ENSG00000163794
VPS37C	ENSG00000167987
VWCE	ENSG00000167992
WNK1	ENSG00000060237
XKR6	ENSG00000171044
ZDHHC16	ENSG00000171307
ZDHHC3	ENSG00000163812
ZFR2	ENSG00000105278
ZMIZ2	ENSG00000122515
ZNF19	ENSG00000157429
ZNF23	ENSG00000167377
ZNF512	ENSG00000243943
ZNF572	ENSG00000180938
ZNF675	ENSG00000197372
ZNF821	ENSG00000102984
ZNF91	ENSG00000167232
ZP1	ENSG00000149506
AQP9	ENSG00000103569
ELOVL2	ENSG00000197977
EREG	ENSG00000124882
GC	ENSG00000145321
MYO1E	ENSG00000157483
SERPINA1	ENSG00000197249
TM4SF5	ENSG00000142484
B4GALNT3	ENSG00000139044
BHMT	ENSG00000145692
BHMT2	ENSG00000132840
DMGDH	ENSG00000132837
PHGDH	ENSG00000092621
MTDH	ENSG00000147649
PRDM16	ENSG00000142611
HDGF	ENSG00000143321
MEF2D	ENSG00000116604
RAB25	ENSG00000132698
SH2D2A	ENSG00000027869
SPP2	ENSG00000072080
LRFN2	ENSG00000156564
AACS	ENSG00000081760
ACAD11	ENSG00000240303
ACOT13	ENSG00000112304
ACSL1	ENSG00000151726
ACTN1	ENSG00000072110
ADAM18	ENSG00000168619
ADARB1	ENSG00000197381
AFF3	ENSG00000144218
AGPAT5	ENSG00000155189
AKAP7	ENSG00000118507
AKT3	ENSG00000117020
ANKRD29	ENSG00000154065
AP4B1	ENSG00000134262
APEX1	ENSG00000100823
APH1B	ENSG00000138613
ARAP2	ENSG00000047365
ARHGAP18	ENSG00000146376
ARHGEF7	ENSG00000102606
ARID1A	ENSG00000117713
ARID5A	ENSG00000196843
ASAP1	ENSG00000153317
ATMIN	ENSG00000166454
ATP13A4	ENSG00000127249
ATP2B2	ENSG00000157087
ATPAF1	ENSG00000123472
BBOX1	ENSG00000129151
BCL2L15	ENSG00000188761
BCMO1	ENSG00000135697
BMPR1B	ENSG00000138696
BOLA2	ENSG00000183336
BOLA2B	ENSG00000169627
BRMS1L	ENSG00000100916
C10orf111	ENSG00000176236
C11orf54	ENSG00000182919
C11orf71	ENSG00000180425
C16orf46	ENSG00000166455
C16orf80	ENSG00000070761
C1orf65	ENSG00000178395
C4orf3	ENSG00000164096
C6orf170	ENSG00000146350
C6orf62	ENSG00000112308
C7	ENSG00000112936
CA12	ENSG00000074410
CACNG1	ENSG00000108878
CACNG4	ENSG00000075461
CADPS2	ENSG00000081803
CASS4	ENSG00000087589
CBR4	ENSG00000145439
CCDC12	ENSG00000160799
CCDC3	ENSG00000151468
CD2BP2	ENSG00000169217
CDH24	ENSG00000139880
CDR2L	ENSG00000109089
CEP135	ENSG00000174799
CEP170	ENSG00000143702
CHD9	ENSG00000177200
CHN2	ENSG00000106069
CHRM3	ENSG00000133019
CHST8	ENSG00000124302
CIITA	ENSG00000179583
CLEC2B	ENSG00000110852
CLIC5	ENSG00000112782
CNTN6	ENSG00000134115
COG4	ENSG00000103051
COL16A1	ENSG00000084636
COL27A1	ENSG00000196739
CORO1A	ENSG00000102879
CORO2A	ENSG00000106789
CPVL	ENSG00000106066
CREB5	ENSG00000146592
CSNK1G1	ENSG00000169118
CSNK2A2	ENSG00000070770
CTGF	ENSG00000118523
CUBN	ENSG00000107611
CXCR4	ENSG00000121966
CYB5R4	ENSG00000065615
DAD1	ENSG00000129562
DAPK2	ENSG00000035664
DARS	ENSG00000115866
DCDC2	ENSG00000146038
DCLRE1B	ENSG00000118655
DDHD2	ENSG00000085788
DDX19B	ENSG00000157349
DDX25	ENSG00000109832
DDX31	ENSG00000125485
DDX60	ENSG00000137628
DEXI	ENSG00000182108
DFNA5	ENSG00000105928
DHX37	ENSG00000150990
DIP2C	ENSG00000151240
DISP1	ENSG00000154309
DNAJC1	ENSG00000136770
DYNLRB2	ENSG00000168589
E2F3	ENSG00000112242
EDDM3B	ENSG00000181552
EFNB2	ENSG00000125266
EIF4G3	ENSG00000075151
EIF4H	ENSG00000106682
ENPP1	ENSG00000197594
ENPP3	ENSG00000154269
EPB41	ENSG00000159023
EPB41L2	ENSG00000079819
ETNK1	ENSG00000139163
EYA4	ENSG00000112319
FABP2	ENSG00000145384
FAM107B	ENSG00000065809
FAM114A1	ENSG00000197712
FAM13B	ENSG00000031003
FAM13C	ENSG00000148541
FAM50B	ENSG00000145945
FAM76A	ENSG00000009780
FAM78B	ENSG00000188859
FAM96A	ENSG00000166797
FAT4	ENSG00000196159
FBXL22	ENSG00000197361
FGF14	ENSG00000102466
FGFR1	ENSG00000077782
FGR	ENSG00000000938
FMN2	ENSG00000155816
FOXJ3	ENSG00000198815
FUK	ENSG00000157353
GABRG2	ENSG00000113327
GALNTL6	ENSG00000174473
GAN	ENSG00000261609
GCSH	ENSG00000140905
GDPD3	ENSG00000102886
