MSH	ensembl_id	lApprovedUS.EU	Phase.Latest	First.Added	NelsonStatus	symbol
Alopecia	ENSG00000123374	FALSE	Preclinical	1999-05-06	Unused	CDK2
Alopecia	ENSG00000137752	FALSE	unknown	NA	Phase II Clinical Trial	CASP1
Alopecia	ENSG00000138448	FALSE	unknown	NA	Phase II Clinical Trial	ITGAV
Alopecia	ENSG00000141510	FALSE	Preclinical	1999-09-22	Unused	TP53
Alopecia	ENSG00000143839	FALSE	Pre-registration	2016-11-08	Absent	REN
Alopecia	ENSG00000145545	TRUE	Approved	1994-02-15	Approved	SRD5A1
Alopecia	ENSG00000146648	FALSE	Preclinical	1996-09-15	Unused	EGFR
Alopecia	ENSG00000150782	FALSE	unknown	NA	Phase II Clinical Trial	IL18
Alopecia	ENSG00000152266	FALSE	Preclinical	2016-05-18	Absent	PTH
Alopecia	ENSG00000164078	FALSE	Preclinical	2007-07-04	Unused	MST1R
Alopecia	ENSG00000169083	FALSE	Phase II Clinical Trial	1993-09-15	Phase II Clinical Trial	AR
Alopecia	ENSG00000183134	FALSE	Phase II Clinical Trial	2007-02-22	Absent	PTGDR2
Alopecia	ENSG00000196611	FALSE	Preclinical	1995-01-15	Unused	MMP1
Alopecia	ENSG00000205542	FALSE	Preclinical	1995-01-15	Unused	TMSB4X
Alopecia	ENSG00000259207	FALSE	unknown	NA	Phase II Clinical Trial	ITGB3
Alopecia	ENSG00000277893	TRUE	Approved	1994-02-15	Approved	SRD5A2
Alopecia Areata	ENSG00000096968	FALSE	Phase II Clinical Trial	2006-12-01	Absent	JAK2
Alopecia Areata	ENSG00000100453	FALSE	Preclinical	2013-03-12	Absent	GZMB
Alopecia Areata	ENSG00000105397	FALSE	Phase II Clinical Trial	2014-12-09	Absent	TYK2
Alopecia Areata	ENSG00000105639	FALSE	Phase II Clinical Trial	2008-08-11	Absent	JAK3
Alopecia Areata	ENSG00000111537	FALSE	Preclinical	1997-01-15	Unused	IFNG
Alopecia Areata	ENSG00000145839	FALSE	Preclinical	2014-10-28	Absent	IL9
Alopecia Areata	ENSG00000147168	FALSE	Preclinical	2014-10-28	Absent	IL2RG
Alopecia Areata	ENSG00000152266	FALSE	Preclinical	2016-05-18	Absent	PTH
Alopecia Areata	ENSG00000159110	FALSE	Preclinical	2014-12-16	Absent	IFNAR2
Alopecia Areata	ENSG00000162434	FALSE	Phase II Clinical Trial	2006-12-01	Absent	JAK1
Alopecia Areata	ENSG00000164136	FALSE	Preclinical	2014-10-28	Absent	IL15
Alopecia Areata	ENSG00000196262	FALSE	Phase II Clinical Trial	2003-07-14	Unused	PPIA
Alopecia Areata	ENSG00000197919	FALSE	Preclinical	1997-01-15	Unused	IFNA1
alpha 1-Antitrypsin Deficiency	ENSG00000026508	FALSE	Phase I Clinical Trial	NA	Unused	CD44
alpha 1-Antitrypsin Deficiency	ENSG00000100448	FALSE	Preclinical	NA	Unused	CTSG
alpha 1-Antitrypsin Deficiency	ENSG00000135744	TRUE	Approved	2014-10-13	Absent	AGT
alpha 1-Antitrypsin Deficiency	ENSG00000163737	FALSE	Preclinical	2009-12-01	Absent	PF4
alpha 1-Antitrypsin Deficiency	ENSG00000172819	FALSE	unknown	2001-01-23	Absent	RARG
alpha 1-Antitrypsin Deficiency	ENSG00000197249	TRUE	Approved	1995-02-15	Approved	SERPINA1
alpha 1-Antitrypsin Deficiency	ENSG00000197561	TRUE	Approved	1996-12-15	Approved	ELANE
alpha 1-Antitrypsin Deficiency	ENSG00000271503	FALSE	Preclinical	2009-12-01	Absent	CCL5
alpha-Mannosidosis	ENSG00000104774	FALSE	Phase III Clinical Trial	2001-12-14	Phase III Clinical Trial	MAN2B1
Alphavirus Infections	ENSG00000158859	FALSE	Phase II Clinical Trial	2015-09-03	Absent	ADAMTS4
Alstrom Syndrome	ENSG00000166603	FALSE	Phase II Clinical Trial	2009-01-09	Absent	MC4R
Alzheimer Disease	ENSG00000004487	FALSE	Phase I Clinical Trial	2010-07-08	Preclinical	KDM1A
Alzheimer Disease	ENSG00000006210	FALSE	Preclinical	2010-02-25	Absent	CX3CL1
Alzheimer Disease	ENSG00000006283	FALSE	Phase III Clinical Trial	2008-10-23	Phase II Clinical Trial	CACNA1G
Alzheimer Disease	ENSG00000007171	FALSE	unknown	1996-08-15	Unused	NOS2
Alzheimer Disease	ENSG00000010810	FALSE	Phase III Clinical Trial	2016-10-05	Absent	FYN
Alzheimer Disease	ENSG00000011083	FALSE	Phase II Clinical Trial	2003-06-27	Unused	SLC6A7
Alzheimer Disease	ENSG00000011677	FALSE	Phase II Clinical Trial	1998-11-15	Unused	GABRA3
Alzheimer Disease	ENSG00000012779	FALSE	Preclinical	1996-08-15	Unused	ALOX5
Alzheimer Disease	ENSG00000017797	FALSE	Preclinical	2015-05-25	Absent	RALBP1
Alzheimer Disease	ENSG00000019991	FALSE	unknown	2001-01-31	Unused	HGF
Alzheimer Disease	ENSG00000022355	FALSE	Phase II Clinical Trial	1998-11-15	Unused	GABRA1
Alzheimer Disease	ENSG00000025434	FALSE	Preclinical	2008-06-30	Unused	NR1H3
Alzheimer Disease	ENSG00000034152	FALSE	Preclinical	1997-02-15	Unused	MAP2K3
Alzheimer Disease	ENSG00000043591	FALSE	Preclinical	2014-11-20	Unused	ADRB1
Alzheimer Disease	ENSG00000050748	FALSE	unknown	2001-01-23	Absent	MAPK9
Alzheimer Disease	ENSG00000063176	FALSE	Preclinical	2013-01-22	Preclinical	SPHK2
Alzheimer Disease	ENSG00000064300	FALSE	Phase I Clinical Trial	1995-08-15	Phase I Clinical Trial	NGFR
Alzheimer Disease	ENSG00000065559	FALSE	Preclinical	1997-02-15	Unused	MAP2K4
Alzheimer Disease	ENSG00000065989	FALSE	Phase II Clinical Trial	1999-01-08	Unused	PDE4A
Alzheimer Disease	ENSG00000067182	FALSE	Preclinical	2009-06-09	Phase I Clinical Trial	TNFRSF1A
Alzheimer Disease	ENSG00000068078	FALSE	Phase III Clinical Trial	2016-08-25	Phase III Clinical Trial	FGFR3
Alzheimer Disease	ENSG00000069535	FALSE	Phase II Clinical Trial	1992-01-15	Phase II Clinical Trial	MAOB
Alzheimer Disease	ENSG00000069696	FALSE	Phase II Clinical Trial	1989-12-15	Unused	DRD4
Alzheimer Disease	ENSG00000070019	FALSE	Preclinical	2017-01-27	Absent	GUCY2C
Alzheimer Disease	ENSG00000070748	FALSE	Phase II Clinical Trial	2007-03-12	Phase II Clinical Trial	CHAT
Alzheimer Disease	ENSG00000073756	FALSE	Preclinical	1996-08-15	Unused	PTGS2
Alzheimer Disease	ENSG00000074416	FALSE	Preclinical	2015-09-02	Absent	MGLL
Alzheimer Disease	ENSG00000077782	FALSE	unknown	2004-06-16	Unused	FGFR1
Alzheimer Disease	ENSG00000079459	FALSE	Preclinical	1995-06-15	Unused	FDFT1
Alzheimer Disease	ENSG00000080815	FALSE	Phase I Clinical Trial	1997-05-15	Unused	PSEN1
Alzheimer Disease	ENSG00000080824	FALSE	Preclinical	2007-11-27	Unused	HSP90AA1
Alzheimer Disease	ENSG00000082701	FALSE	Phase II Clinical Trial	2003-05-02	Phase II Clinical Trial	GSK3B
Alzheimer Disease	ENSG00000085377	FALSE	Phase II Clinical Trial	1994-05-15	Unused	PREP
Alzheimer Disease	ENSG00000085563	FALSE	Preclinical	1999-10-27	Unused	ABCB1
Alzheimer Disease	ENSG00000087085	TRUE	Approved	1989-06-15	Approved	ACHE
Alzheimer Disease	ENSG00000089041	FALSE	Preclinical	2014-12-19	Absent	P2RX7
Alzheimer Disease	ENSG00000089250	FALSE	Preclinical	2003-08-01	Unused	NOS1
Alzheimer Disease	ENSG00000091831	FALSE	Preclinical	1995-05-15	Unused	ESR1
Alzheimer Disease	ENSG00000094631	FALSE	Preclinical	2016-09-29	Absent	HDAC6
Alzheimer Disease	ENSG00000095303	FALSE	Preclinical	1996-08-15	Unused	PTGS1
Alzheimer Disease	ENSG00000095596	FALSE	Preclinical	2014-12-31	Absent	CYP26A1
Alzheimer Disease	ENSG00000095970	FALSE	Preclinical	2017-11-16	Absent	TREM2
Alzheimer Disease	ENSG00000100030	FALSE	Preclinical	2004-03-30	Unused	MAPK1
Alzheimer Disease	ENSG00000100292	FALSE	Preclinical	2014-08-22	Absent	HMOX1
Alzheimer Disease	ENSG00000101126	FALSE	Phase II Clinical Trial	1999-04-21	Unused	ADNP
Alzheimer Disease	ENSG00000101180	FALSE	Phase II Clinical Trial	1998-08-15	Phase II Clinical Trial	HRH3
Alzheimer Disease	ENSG00000101204	FALSE	Phase II Clinical Trial	2000-12-12	Phase II Clinical Trial	CHRNA4
Alzheimer Disease	ENSG00000101444	FALSE	Preclinical	2010-08-28	Unused	AHCY
Alzheimer Disease	ENSG00000101557	FALSE	Preclinical	2011-04-27	Preclinical	USP14
Alzheimer Disease	ENSG00000101856	FALSE	Phase II Clinical Trial	2014-11-25	Absent	PGRMC1
Alzheimer Disease	ENSG00000102468	TRUE	Approved	1989-12-15	Phase III Clinical Trial	HTR2A
Alzheimer Disease	ENSG00000103546	FALSE	unknown	1997-10-15	Unused	SLC6A2
Alzheimer Disease	ENSG00000105464	FALSE	Preclinical	2011-07-28	Absent	GRIN2D
Alzheimer Disease	ENSG00000105639	FALSE	Preclinical	2012-08-17	Absent	JAK3
Alzheimer Disease	ENSG00000105650	FALSE	Phase II Clinical Trial	1999-01-08	Unused	PDE4C
Alzheimer Disease	ENSG00000105723	FALSE	Preclinical	2011-07-22	Absent	GSK3A
Alzheimer Disease	ENSG00000106144	FALSE	Preclinical	2001-09-12	Absent	CASP2
Alzheimer Disease	ENSG00000106366	FALSE	Phase I Clinical Trial	2006-07-24	Unused	SERPINE1
Alzheimer Disease	ENSG00000106804	FALSE	Preclinical	2015-11-23	Absent	C5
Alzheimer Disease	ENSG00000107643	FALSE	unknown	2001-01-23	Absent	MAPK8
Alzheimer Disease	ENSG00000108576	FALSE	Approved	1997-10-15	Unused	SLC6A4
Alzheimer Disease	ENSG00000109163	FALSE	Phase III Clinical Trial	NA	Phase II Clinical Trial	GNRHR
Alzheimer Disease	ENSG00000109320	FALSE	Preclinical	2009-05-27	Absent	NFKB1
Alzheimer Disease	ENSG00000109339	FALSE	Preclinical	2001-01-23	Absent	MAPK10
Alzheimer Disease	ENSG00000110090	FALSE	unknown	2013-01-15	Phase I Clinical Trial	CPT1A
Alzheimer Disease	ENSG00000110887	FALSE	Phase I Clinical Trial	2007-08-22	Unused	DAO
Alzheimer Disease	ENSG00000111276	FALSE	Preclinical	2003-08-26	Absent	CDKN1B
Alzheimer Disease	ENSG00000111640	FALSE	unknown	1998-10-15	Unused	GAPDH
Alzheimer Disease	ENSG00000112033	FALSE	Phase II Clinical Trial	2007-10-17	Absent	PPARD
Alzheimer Disease	ENSG00000112062	FALSE	Phase II Clinical Trial	1997-06-15	Unused	MAPK14
Alzheimer Disease	ENSG00000112164	FALSE	Phase I Clinical Trial	2015-10-06	Absent	GLP1R
Alzheimer Disease	ENSG00000112541	FALSE	Preclinical	2009-03-31	Unused	PDE10A
Alzheimer Disease	ENSG00000113161	FALSE	Phase III Clinical Trial	1991-07-15	Unused	HMGCR
Alzheimer Disease	ENSG00000113263	FALSE	Preclinical	2012-08-17	Absent	ITK
Alzheimer Disease	ENSG00000113441	FALSE	Preclinical	2005-06-13	Unused	LNPEP
Alzheimer Disease	ENSG00000113448	FALSE	Phase II Clinical Trial	1999-01-08	Unused	PDE4D
Alzheimer Disease	ENSG00000113575	FALSE	Phase II Clinical Trial	2007-08-17	Unused	PPP2CA
Alzheimer Disease	ENSG00000113580	FALSE	unknown	2002-02-05	Phase II Clinical Trial	NR3C1
Alzheimer Disease	ENSG00000113600	FALSE	Phase I Clinical Trial	2014-09-25	Absent	C9
Alzheimer Disease	ENSG00000113721	FALSE	Phase III Clinical Trial	NA	Phase III Clinical Trial	PDGFRB
Alzheimer Disease	ENSG00000114200	TRUE	Approved	1999-04-21	Approved	BCHE
Alzheimer Disease	ENSG00000114859	FALSE	Preclinical	2005-12-31	Unused	CLCN2
Alzheimer Disease	ENSG00000115252	FALSE	Preclinical	2007-06-26	Unused	PDE1A
Alzheimer Disease	ENSG00000115457	FALSE	Phase I Clinical Trial	2010-10-19	Absent	IGFBP2
Alzheimer Disease	ENSG00000115594	FALSE	Preclinical	2009-06-09	Preclinical	IL1R1
Alzheimer Disease	ENSG00000115828	FALSE	Phase II Clinical Trial	2008-07-01	Phase I Clinical Trial	QPCT
Alzheimer Disease	ENSG00000116106	FALSE	Preclinical	2017-10-03	Absent	EPHA4
Alzheimer Disease	ENSG00000116288	FALSE	Preclinical	2013-12-17	Absent	PARK7
Alzheimer Disease	ENSG00000116329	FALSE	Phase III Clinical Trial	2008-01-16	Absent	OPRD1
Alzheimer Disease	ENSG00000116478	FALSE	Preclinical	2017-01-23	Absent	HDAC1
Alzheimer Disease	ENSG00000116678	FALSE	Preclinical	2009-08-04	Preclinical	LEPR
Alzheimer Disease	ENSG00000117594	FALSE	Phase II Clinical Trial	2009-09-15	Absent	HSD11B1
Alzheimer Disease	ENSG00000118271	FALSE	unknown	2006-02-01	Unused	TTR
Alzheimer Disease	ENSG00000118432	FALSE	Phase II Clinical Trial	2003-11-17	Phase II Clinical Trial	CNR1
Alzheimer Disease	ENSG00000118515	FALSE	Preclinical	2012-02-21	Absent	SGK1
Alzheimer Disease	ENSG00000120217	FALSE	Preclinical	2017-06-20	Absent	CD274
Alzheimer Disease	ENSG00000120907	TRUE	Approved	1995-05-15	Approved	ADRA1A
Alzheimer Disease	ENSG00000120948	FALSE	Preclinical	2014-12-30	Absent	TARDBP
Alzheimer Disease	ENSG00000121807	FALSE	Preclinical	2011-02-08	Absent	CCR2
Alzheimer Disease	ENSG00000121966	FALSE	unknown	1995-12-15	Unused	CXCR4
Alzheimer Disease	ENSG00000125384	FALSE	Preclinical	2012-04-03	Preclinical	PTGER2
Alzheimer Disease	ENSG00000125538	FALSE	unknown	2009-06-09	Phase I Clinical Trial	IL1B
Alzheimer Disease	ENSG00000126934	FALSE	Preclinical	2011-07-26	Absent	MAP2K2
Alzheimer Disease	ENSG00000128271	FALSE	Preclinical	2008-07-24	Unused	ADORA2A
Alzheimer Disease	ENSG00000128272	FALSE	Phase II Clinical Trial	1991-05-15	Unused	ATF4
Alzheimer Disease	ENSG00000130203	FALSE	Preclinical	1994-11-15	Unused	APOE
Alzheimer Disease	ENSG00000131408	FALSE	Preclinical	2008-06-30	Unused	NR1H2
Alzheimer Disease	ENSG00000131471	FALSE	Preclinical	2015-07-30	Absent	AOC3
Alzheimer Disease	ENSG00000131759	FALSE	Preclinical	2013-03-13	Absent	RARA
Alzheimer Disease	ENSG00000132170	FALSE	Phase III Clinical Trial	1989-09-15	Phase II Clinical Trial	PPARG
Alzheimer Disease	ENSG00000132703	FALSE	unknown	1995-07-15	Absent	APCS
Alzheimer Disease	ENSG00000133019	FALSE	Phase II Clinical Trial	1996-06-15	Phase I Clinical Trial	CHRM3
Alzheimer Disease	ENSG00000134259	FALSE	Phase II Clinical Trial	1992-07-15	Phase II Clinical Trial	NGF
Alzheimer Disease	ENSG00000134318	FALSE	Preclinical	2014-08-11	Absent	ROCK2
Alzheimer Disease	ENSG00000134640	FALSE	Phase III Clinical Trial	2000-07-11	Unused	MTNR1B
Alzheimer Disease	ENSG00000135312	FALSE	Phase II Clinical Trial	1998-01-15	Unused	HTR1B
Alzheimer Disease	ENSG00000135519	FALSE	unknown	2008-05-13	Absent	KCNH3
Alzheimer Disease	ENSG00000135914	FALSE	Phase II Clinical Trial	2008-01-15	Absent	HTR2B
Alzheimer Disease	ENSG00000136156	FALSE	Preclinical	2008-08-13	Unused	ITM2B
Alzheimer Disease	ENSG00000136160	FALSE	Phase II Clinical Trial	2016-04-28	Absent	EDNRB
Alzheimer Disease	ENSG00000136634	FALSE	Preclinical	2017-03-17	Absent	IL10
Alzheimer Disease	ENSG00000137462	FALSE	Preclinical	2006-02-15	Absent	TLR2
Alzheimer Disease	ENSG00000137752	FALSE	Preclinical	1995-06-15	Unused	CASP1
Alzheimer Disease	ENSG00000138039	FALSE	unknown	2005-12-06	Unused	LHCGR
Alzheimer Disease	ENSG00000138794	FALSE	Preclinical	2013-01-03	Preclinical	CASP6
Alzheimer Disease	ENSG00000139625	FALSE	Preclinical	2006-02-22	Unused	MAP3K12
Alzheimer Disease	ENSG00000140009	FALSE	Phase II Clinical Trial	2009-05-18	Absent	ESR2
Alzheimer Disease	ENSG00000140443	FALSE	Phase I Clinical Trial	2010-10-19	Absent	IGF1R
Alzheimer Disease	ENSG00000140538	FALSE	Preclinical	2016-10-25	Absent	NTRK3
Alzheimer Disease	ENSG00000141551	FALSE	Phase I Clinical Trial	2013-01-03	Preclinical	CSNK1D
Alzheimer Disease	ENSG00000141655	FALSE	Preclinical	2016-06-21	Absent	TNFRSF11A
Alzheimer Disease	ENSG00000141867	FALSE	Phase I Clinical Trial	2005-03-04	Phase I Clinical Trial	BRD4
Alzheimer Disease	ENSG00000142168	FALSE	Preclinical	2007-10-12	Unused	SOD1
Alzheimer Disease	ENSG00000142192	FALSE	Phase III Clinical Trial	1989-12-15	Phase III Clinical Trial	APP
Alzheimer Disease	ENSG00000142208	FALSE	Preclinical	2005-12-19	Unused	AKT1
Alzheimer Disease	ENSG00000142319	FALSE	Preclinical	1997-10-15	Unused	SLC6A3
Alzheimer Disease	ENSG00000143171	FALSE	Phase I Clinical Trial	2013-05-02	Absent	RXRG
Alzheimer Disease	ENSG00000143258	FALSE	Preclinical	NA	Unused	USP21
Alzheimer Disease	ENSG00000143384	FALSE	Preclinical	2007-09-07	Unused	MCL1
Alzheimer Disease	ENSG00000143799	FALSE	Phase II Clinical Trial	2003-06-17	Unused	PARP1
Alzheimer Disease	ENSG00000143801	FALSE	Preclinical	1997-05-15	Unused	PSEN2
Alzheimer Disease	ENSG00000145335	FALSE	Phase I Clinical Trial	2013-05-08	Absent	SNCA
Alzheimer Disease	ENSG00000145632	FALSE	Preclinical	2016-09-15	Absent	PLK2
Alzheimer Disease	ENSG00000145708	FALSE	unknown	1993-06-15	Unused	CRHBP
Alzheimer Disease	ENSG00000145864	FALSE	Preclinical	2013-02-26	Preclinical	GABRB2
Alzheimer Disease	ENSG00000145936	FALSE	Preclinical	1995-10-15	Unused	KCNMB1
Alzheimer Disease	ENSG00000146070	FALSE	Phase II Clinical Trial	2003-02-28	Phase II Clinical Trial	PLA2G7
Alzheimer Disease	ENSG00000146216	FALSE	Preclinical	2014-05-26	Absent	TTBK1
Alzheimer Disease	ENSG00000146648	FALSE	Preclinical	2014-06-11	Absent	EGFR
Alzheimer Disease	ENSG00000146674	FALSE	Preclinical	2008-01-04	Preclinical	IGFBP3
Alzheimer Disease	ENSG00000147246	FALSE	Phase II Clinical Trial	1989-12-15	Unused	HTR2C
Alzheimer Disease	ENSG00000147955	FALSE	Phase III Clinical Trial	1995-12-15	Phase II Clinical Trial	SIGMAR1
Alzheimer Disease	ENSG00000148053	FALSE	Preclinical	2016-10-25	Preclinical	NTRK2
Alzheimer Disease	ENSG00000148344	FALSE	Phase I Clinical Trial	2006-12-19	Phase I Clinical Trial	PTGES
Alzheimer Disease	ENSG00000148408	FALSE	Preclinical	1993-06-15	Unused	CACNA1B
Alzheimer Disease	ENSG00000148680	FALSE	Phase II Clinical Trial	1995-05-15	Unused	HTR7
Alzheimer Disease	ENSG00000149294	FALSE	Preclinical	2004-06-16	Unused	NCAM1
Alzheimer Disease	ENSG00000149295	TRUE	Approved	1989-12-15	Approved	DRD2
Alzheimer Disease	ENSG00000150594	FALSE	Preclinical	1999-03-24	Unused	ADRA2A
Alzheimer Disease	ENSG00000151067	FALSE	Phase III Clinical Trial	2008-10-23	Phase II Clinical Trial	CACNA1C
Alzheimer Disease	ENSG00000151577	FALSE	Phase III Clinical Trial	1989-12-15	Unused	DRD3
Alzheimer Disease	ENSG00000151834	FALSE	Phase II Clinical Trial	1998-11-15	Unused	GABRA2
Alzheimer Disease	ENSG00000152207	FALSE	Preclinical	2015-11-12	Absent	CYSLTR2
Alzheimer Disease	ENSG00000155511	FALSE	Phase II Clinical Trial	1994-02-15	Unused	GRIA1
Alzheimer Disease	ENSG00000157404	FALSE	Phase III Clinical Trial	NA	Phase III Clinical Trial	KIT
Alzheimer Disease	ENSG00000157540	FALSE	Preclinical	2012-08-22	Preclinical	DYRK1A
Alzheimer Disease	ENSG00000158748	FALSE	Phase II Clinical Trial	1999-01-15	Phase II Clinical Trial	HTR6
Alzheimer Disease	ENSG00000159110	FALSE	unknown	NA	Absent	IFNAR2
Alzheimer Disease	ENSG00000159164	FALSE	Phase II Clinical Trial	2012-11-26	Phase II Clinical Trial	SV2A
Alzheimer Disease	ENSG00000159267	FALSE	Preclinical	2007-05-21	Unused	HLCS
Alzheimer Disease	ENSG00000160191	FALSE	Phase II Clinical Trial	2005-09-12	Unused	PDE9A
Alzheimer Disease	ENSG00000160712	FALSE	Preclinical	2004-04-05	Unused	IL6R
Alzheimer Disease	ENSG00000160716	FALSE	Phase II Clinical Trial	2000-12-12	Phase II Clinical Trial	CHRNB2
Alzheimer Disease	ENSG00000160791	FALSE	Preclinical	1995-12-15	Unused	CCR5
Alzheimer Disease	ENSG00000161509	FALSE	Preclinical	2011-07-28	Absent	GRIN2C
Alzheimer Disease	ENSG00000162711	FALSE	Preclinical	2013-03-28	Absent	NLRP3
Alzheimer Disease	ENSG00000163131	FALSE	Preclinical	2009-01-20	Preclinical	CTSS
Alzheimer Disease	ENSG00000163283	FALSE	unknown	2013-07-04	Absent	ALPP
Alzheimer Disease	ENSG00000163485	FALSE	Preclinical	1990-12-15	Unused	ADORA1
Alzheimer Disease	ENSG00000164078	FALSE	Preclinical	2015-04-27	Absent	MST1R
Alzheimer Disease	ENSG00000164082	FALSE	Phase II Clinical Trial	2003-11-12	Phase I Clinical Trial	GRM2
Alzheimer Disease	ENSG00000164270	FALSE	Phase II Clinical Trial	1997-06-15	Phase II Clinical Trial	HTR4
Alzheimer Disease	ENSG00000164305	FALSE	Preclinical	1997-03-15	Unused	CASP3
Alzheimer Disease	ENSG00000164362	FALSE	Phase II Clinical Trial	2002-06-26	Absent	TERT
Alzheimer Disease	ENSG00000164733	FALSE	Preclinical	1996-11-15	Unused	CTSB
Alzheimer Disease	ENSG00000164867	FALSE	unknown	2000-02-24	Unused	NOS3
Alzheimer Disease	ENSG00000164885	FALSE	Preclinical	2006-02-22	Unused	CDK5
Alzheimer Disease	ENSG00000165029	FALSE	Preclinical	2011-06-23	Preclinical	ABCA1
Alzheimer Disease	ENSG00000166206	FALSE	Preclinical	2013-02-26	Preclinical	GABRB3
Alzheimer Disease	ENSG00000166573	FALSE	Preclinical	1993-11-15	Unused	GALR1
Alzheimer Disease	ENSG00000167186	FALSE	Preclinical	2006-09-11	Unused	COQ7
Alzheimer Disease	ENSG00000167325	FALSE	unknown	2002-07-08	Unused	RRM1
Alzheimer Disease	ENSG00000167720	FALSE	Preclinical	2000-03-01	Unused	SRR
Alzheimer Disease	ENSG00000168412	FALSE	Phase III Clinical Trial	2000-07-11	Unused	MTNR1A
Alzheimer Disease	ENSG00000168522	FALSE	Phase I Clinical Trial	1999-01-15	Phase I Clinical Trial	FNTA
Alzheimer Disease	ENSG00000168539	FALSE	Pre-registration	1990-03-15	Phase II Clinical Trial	CHRM1
Alzheimer Disease	ENSG00000168610	FALSE	Preclinical	2010-10-07	Phase II Clinical Trial	STAT3
Alzheimer Disease	ENSG00000168959	FALSE	Preclinical	2006-09-20	Unused	GRM5
Alzheimer Disease	ENSG00000169032	FALSE	Preclinical	2009-05-27	Absent	MAP2K1
Alzheimer Disease	ENSG00000169083	FALSE	Phase II Clinical Trial	1996-04-15	Unused	AR
Alzheimer Disease	ENSG00000169403	FALSE	Preclinical	1996-08-15	Unused	PTAFR
Alzheimer Disease	ENSG00000171049	FALSE	Preclinical	2003-02-21	Unused	FPR2
Alzheimer Disease	ENSG00000171105	FALSE	Phase III Clinical Trial	2003-07-23	Unused	INSR
Alzheimer Disease	ENSG00000171132	FALSE	Phase II Clinical Trial	2009-05-01	Absent	PRKCE
Alzheimer Disease	ENSG00000171497	FALSE	Preclinical	2015-10-20	Absent	PPID
Alzheimer Disease	ENSG00000171631	FALSE	Phase I Clinical Trial	2012-09-25	Absent	P2RY6
Alzheimer Disease	ENSG00000171720	FALSE	Preclinical	2011-01-21	Unused	HDAC3
Alzheimer Disease	ENSG00000171848	FALSE	unknown	2002-07-08	Unused	RRM2
Alzheimer Disease	ENSG00000171867	FALSE	Preclinical	1994-08-15	Unused	PRNP
Alzheimer Disease	ENSG00000172071	FALSE	Preclinical	NA	Absent	EIF2AK3
Alzheimer Disease	ENSG00000172350	FALSE	Preclinical	1999-06-23	Unused	ABCG4
Alzheimer Disease	ENSG00000173198	FALSE	Phase I Clinical Trial	NA	Absent	CYSLTR1
Alzheimer Disease	ENSG00000173250	FALSE	Preclinical	2009-06-27	Absent	GPR151
Alzheimer Disease	ENSG00000174417	FALSE	Phase III Clinical Trial	1990-01-15	Unused	TRHR
Alzheimer Disease	ENSG00000175344	FALSE	Phase II Clinical Trial	1997-10-15	Phase II Clinical Trial	CHRNA7
Alzheimer Disease	ENSG00000175899	FALSE	Preclinical	1999-05-11	Unused	A2M
Alzheimer Disease	ENSG00000176884	TRUE	Approved	1995-07-15	Approved	GRIN1
Alzheimer Disease	ENSG00000177606	FALSE	Preclinical	2009-05-27	Absent	JUN
Alzheimer Disease	ENSG00000178394	FALSE	Phase III Clinical Trial	1991-07-15	Phase III Clinical Trial	HTR1A
Alzheimer Disease	ENSG00000178568	FALSE	Preclinical	2010-10-27	Absent	ERBB4
Alzheimer Disease	ENSG00000179097	FALSE	Preclinical	2013-11-19	Absent	HTR1F
Alzheimer Disease	ENSG00000179546	FALSE	Phase II Clinical Trial	2008-01-15	Absent	HTR1D
Alzheimer Disease	ENSG00000179934	FALSE	Preclinical	2011-02-08	Absent	CCR8
Alzheimer Disease	ENSG00000180720	FALSE	Phase III Clinical Trial	1995-03-15	Unused	CHRM4
Alzheimer Disease	ENSG00000180739	FALSE	Preclinical	2016-01-28	Absent	S1PR5
Alzheimer Disease	ENSG00000181072	FALSE	Phase II Clinical Trial	1996-10-15	Phase I Clinical Trial	CHRM2
Alzheimer Disease	ENSG00000181773	FALSE	Preclinical	2006-01-26	Unused	GPR3
Alzheimer Disease	ENSG00000182687	FALSE	Preclinical	1993-11-15	Unused	GALR2
Alzheimer Disease	ENSG00000184160	FALSE	Phase II Clinical Trial	1999-03-24	Phase II Clinical Trial	ADRA2C
Alzheimer Disease	ENSG00000184588	FALSE	Phase II Clinical Trial	1999-01-08	Phase II Clinical Trial	PDE4B
Alzheimer Disease	ENSG00000184845	FALSE	Phase III Clinical Trial	1989-12-15	Phase III Clinical Trial	DRD1
